mouse,op,rev,block,hit,p.trials,cr,n.trials,exclude
2182,6,yes,3,0,10,10,10,FALSE
2182,6,yes,4,0,4,6,6,FALSE
2182,6,yes,5,0,9,9,10,FALSE
2182,6,yes,6,0,10,8,10,FALSE
2182,6,yes,7,0,10,9,10,FALSE
2182,6,yes,8,3,4,1,3,FALSE
2182,6,yes,9,6,9,2,10,FALSE
2182,6,yes,10,10,10,2,10,FALSE
2182,6,yes,11,10,10,9,10,FALSE
2182,7,no,1,10,10,1,10,FALSE
2182,7,no,2,10,10,9,10,FALSE
2182,7,yes,1,6,9,4,10,FALSE
2182,7,yes,2,10,10,7,10,FALSE
2182,8,no,1,9,10,8,10,FALSE
2182,8,yes,1,7,9,4,10,FALSE
2182,8,yes,2,10,10,6,10,FALSE
2182,8,yes,3,10,10,10,10,FALSE
2182,9,no,1,10,10,6,10,FALSE
2182,9,no,2,10,10,10,10,FALSE
2182,9,yes,1,2,9,3,10,FALSE
2182,9,yes,2,0,10,9,10,FALSE
2182,9,yes,3,0,10,6,10,FALSE
2182,9,yes,4,0,10,10,10,FALSE
2182,9,yes,5,0,6,4,4,FALSE
2182,9,yes,6,7,9,3,10,FALSE
2182,9,yes,7,10,10,10,10,FALSE
2182,10,no,1,10,10,4,10,FALSE
2182,10,no,2,10,10,9,10,FALSE
2182,10,yes,1,8,9,3,10,FALSE
2182,10,yes,2,10,10,5,10,FALSE
2182,10,yes,3,10,10,9,10,FALSE
2182,11,no,1,10,10,8,10,FALSE
2182,11,yes,1,5,9,3,10,FALSE
2182,11,yes,2,10,10,8,10,FALSE
2182,12,no,1,10,10,1,10,FALSE
2182,12,no,2,10,10,6,10,FALSE
2182,12,no,3,10,10,10,10,FALSE
2182,12,yes,1,9,9,4,10,FALSE
2182,12,yes,2,10,10,10,10,FALSE
2182,13,no,1,10,10,3,10,FALSE
2182,13,no,2,10,10,5,10,FALSE
2182,13,no,3,10,10,10,10,FALSE
2182,13,yes,1,9,9,3,10,FALSE
2182,13,yes,2,10,10,7,10,FALSE
2182,14,no,1,10,10,5,10,FALSE
2182,14,no,2,10,10,10,10,FALSE
2182,14,yes,1,8,9,2,10,FALSE
2182,14,yes,2,10,10,10,10,FALSE
2182,15,no,1,10,10,5,10,FALSE
2182,15,no,2,10,10,10,10,FALSE
2182,15,yes,1,8,9,2,10,FALSE
2182,15,yes,2,10,10,10,10,FALSE
2182,16,no,1,10,10,4,10,FALSE
2182,16,no,2,10,10,8,10,FALSE
2182,16,yes,1,9,9,5,10,FALSE
2182,16,yes,2,10,10,9,10,FALSE
2182,17,no,1,10,10,7,10,FALSE
2182,17,yes,1,9,9,4,10,FALSE
2182,17,yes,2,10,10,8,10,FALSE
2182,18,no,1,10,10,8,10,FALSE
2182,18,yes,1,9,9,7,10,FALSE
2182,retest,no,1,9,10,0,10,FALSE
2182,retest,no,2,9,10,3,10,FALSE
2182,retest,no,3,10,10,7,10,FALSE
